N° trama	longitud	tiempo
11283		1103		0.053681
11288		1103		0.053680
11292		1103		0.042476
11303		1103		0.055634
11320		1102		0.053681
11331		1103		0.053680
11336		1103		0.053680
11351		1103		0.054656
11360		1103		0.042944
11361		1103		0.065392
11375		1103		0.043921
11386		1103		0.042944
11390		1103		0.065391
11408		1103		0.053681
11416		1102		0.053680
11423		1103		0.042478
11430		1103		0.053681
11433		1103		0.053214
11436		1103		0.053679
11448		1103		0.053211
11451		1103		0.053681
11455		1103		0.054187
11474		1103		0.042947
11482		1103		0.063945
11485		1102		0.042943
11488		1103		0.063961
11498		1103		0.042944
11501		1103		0.053213
11509		1103		0.042944
11514		1103		0.056140
11524		1103		0.056608
11550		1103		0.063947
11551		1103		31.576163
11609		1102		0.065392
11613		1103		0.000976
11614		1103		0.081007
11617		1103		0.021473
11619		1103		0.066368
11627		1103		0.032208
11629		1103		0.032208
11632		1103		0.067344
11649		1103		0.032209
11651		1103		0.073200
11660		1102		0.000000
11661		1103		0.068826
11668		1103		0.036115
11671		1103		0.033180
11673		1103		0.097134
11682		1103		0.000000
11686		1103		0.073707
11704		1103		0.029281
11716		1103		0.066916
11726		1103		0.000000
11727		1102		0.035135
11730		1103		0.065392
11739		1103		0.032208
11742		1103		0.082960
11748		1103		0.000000
11749		1103		0.071248
11773		1103		0.033184
11780		1103		0.042944
11785		1103		0.042944
11795		1103		0.021472
11798		1102		0.064416
11808		1103		0.032208
11811		1103		0.032208
11814		1103		0.032208
11819		1103		0.076128
11845		1103		0.032209
11852		1103		0.032207
11855		1103		0.075152
11865		1103		0.032208
11868		1103		0.042944
11870		1102		0.021476
11876		1103		0.096152
11885		1103		0.000000
11886		1103		0.031740
11888		1103		0.075660
11918		1103		0.032208
11921		1103		0.064417
11933		1103		0.000000
11934		1103		0.064415
11939		1102		0.033185
11946		1103		0.068319
11949		1103		0.043920
11953		1103		0.023425
11956		1103		0.084912
11981		1103		0.012687
11983		1103		0.022969
11985		1103		0.043954
11993		1103		0.067345
12010		1103		0.032208
12019		1102		0.031738
12021		1103		0.063013
12038		1103		0.042025
12048		1103		0.032245
12055		1103		7533.513323
