N° trama	longitud	tiempo
5761		1309		0.010191
5762		1312		0.068760
5764		1312		0.092276
5765		1312		0.064581
5766		1312		0.075981
5767		1312		0.076143
5768		1312		0.074674
5769		1312		0.086864
5770		1311		0.075152
5771		1312		0.076189
5772		1312		0.076103
5773		1312		0.085917
5774		1312		0.086868
5775		1312		0.074701
5776		1312		0.075202
5777		1312		0.075450
5778		1311		0.084239
5779		1312		0.074917
5780		1312		0.074357
5781		1312		0.085106
5782		1312		0.075351
5783		1312		0.075116
5784		1312		0.085621
5785		1312		0.075603
5786		1312		0.074510
5787		1311		0.084611
5788		1312		0.065587
5789		1312		0.086105
5790		1312		0.076356
5791		1312		0.087401
5792		1312		0.076170
5793		1312		0.074813
5794		1312		0.075366
5795		1311		0.080190
5797		1312		0.081091
5798		1312		0.080857
5800		1312		0.084680
5801		1312		0.070420
5802		1312		0.074863
5803		1312		0.075434
5804		1312		0.085125
5805		1311		0.073582
5806		1312		0.078820
5807		1312		0.084074
5808		1312		0.074087
5809		1312		0.074925
5810		1312		0.084174
5811		1312		0.074028
5812		1312		0.085084
5813		1311		0.079743
5814		1312		0.074360
5815		1312		0.064137
5816		1312		0.085577
5817		1312		0.073846
5818		1312		0.083627
5819		1312		0.075246
5820		1312		0.083923
5821		1311		0.073338
5822		1312		0.075011
5823		1312		0.084161
5824		1312		0.074364
5825		1312		0.085295
5826		1312		0.075368
5827		1312		0.074494
5828		1312		0.085566
5829		1311		0.075333
5830		1312		0.075520
5831		1312		0.085548
5832		1312		0.075804
5833		1312		0.074805
5834		1312		0.086891
5835		1312		0.075886
5836		1312		0.073783
5837		1312		0.084630
5838		1311		0.075334
5839		1312		0.075161
5840		1312		0.085103
5841		1312		0.074552
5842		1312		0.074901
5843		1312		0.084690
5844		1312		0.074995
5845		1312		0.083694
5846		1311		0.073995
5847		1312		0.073920
5848		1312		0.087038
5849		1312		0.077979
5850		1312		0.073833
5851		1312		0.085276
5852		1312		0.075126
5853		1312		0.074828
5854		1311		0.084159
5855		1312		0.074294
5856		1312		0.075341
5858		1312		0.074819
5859		1312		0.084214
5860		1312		0.087343
5861		1312		0.071861
5862		1312		0.068095
5863		1311		0.086700
5864		1312		0.074284
5865		1312		0.075249
5866		1312		0.084662
5867		1312		0.073478
5868		1312		0.084761
5869		1312		0.089855
5871		1312		0.066219
5872		1311		0.072939
5873		476		25.882474
5905		1309		0.021472
5906		1312		0.075172
5908		1312		0.075183
5909		1312		0.075150
5910		1312		0.085887
5911		1312		0.075144
5912		1312		0.074726
5913		1312		0.074707
5914		1311		0.085878
5915		1312		0.075186
5916		1312		0.074701
5917		1312		0.085466
5918		1312		0.075126
5919		1312		0.085904
5920		1312		0.074702
5921		1312		0.074735
5922		1311		0.083716
5923		1312		0.074127
5924		1312		0.074336
5925		1312		0.085749
5926		1312		0.075415
5927		1312		0.074835
5928		1312		0.085674
5929		1312		0.074984
5930		1312		0.074883
5931		1311		0.083654
5932		1312		0.074816
5933		1312		0.074979
5934		1312		0.085553
5935		1312		0.074786
5936		1312		0.074728
5937		1312		0.085528
5938		1312		0.075158
5939		1311		0.074705
5940		1312		0.085288
5942		1312		0.073381
5944		1312		0.084135
5945		1312		0.073821
5946		1312		0.084741
5947		1312		0.074783
5948		1312		0.074296
5949		1311		0.084704
5950		1312		0.074186
5951		1312		0.075307
5952		1312		0.085015
5954		1312		0.074142
5955		1312		0.084693
5956		1312		0.074724
5957		1312		0.074927
5958		1311		0.084454
5959		1312		0.074455
5961		1312		0.074305
5962		1312		0.085973
5963		1312		0.073877
5964		1312		0.085035
5965		1312		0.074041
5966		1312		0.081669
5967		1311		0.078538
5969		1312		0.078333
5970		1312		0.074598
5971		1312		0.084118
5972		1312		0.075184
5973		1312		0.066994
5974		1312		0.087017
5975		1312		0.074721
5976		1311		0.087286
5977		1312		0.068768
5978		1312		0.074719
5979		1312		0.085638
5980		1312		0.074239
5981		1312		0.076212
5983		1312		0.074909
5984		1312		0.086652
5985		1312		0.076560
5986		1311		0.087006
5987		1312		0.079228
5988		1312		0.085490
5990		1312		0.067325
5991		1312		0.081087
5992		1312		0.075741
5993		1312		0.084711
5994		1312		0.070810
5995		1311		0.072448
5997		1312		0.105932
5998		1312		0.051753
5999		1312		0.090847
6000		1312		0.070885
6001		1312		0.094161
6002		1312		0.065953
6003		1312		0.077539
6004		1311		0.068169
6005		1312		0.089151
6006		1312		0.075803
6007		1312		0.068954
6008		1312		0.098624
6009		1312		0.070443
6011		1312		0.075873
6012		1312		0.073143
6013		1311		0.074276
6014		1312		0.084595
6015		1312		0.082626
6016		1312		0.065476
6017		1312		0.086725
6018		1312		0.073161
6019		1312		0.074742
6020		1312		0.086017
6021		1311		0.074261
6022		476		6759.539329
10774		1103		0.032209
10776		1103		0.029280
10778		1103		0.099552
10781		1103		0.011737
10783		1103		0.074151
10790		1102		0.059534
10792		1103		0.040993
10803		1103		0.060511
10812		1103		0.043921
10821		1103		0.032209
10823		1103		0.092719
10825		1103		0.027329
10833		1103		0.056606
10834		1103		0.071250
10843		1103		0.034159
10845		1102		0.038064
10866		1103		0.063440
10875		1103		0.052705
10878		1103		0.074175
10888		1103		0.073200
10891		1103		0.000000
10894		1103		0.070272
10901		1103		0.045873
10906		1103		0.036112
10911		1102		0.068319
10914		1103		0.072311
10942		1103		0.053681
10945		1103		0.010735
10948		1103		0.084015
10958		1103		0.021005
10963		1103		0.063525
10973		1103		0.042941
10976		1103		0.053681
10981		1103		0.053697
10984		1102		0.054638
11014		1103		0.042944
11015		1103		0.063947
11020		1103		0.042947
11028		1103		0.053211
11032		1103		0.053680
11038		1103		0.053215
11040		1103		0.053679
11048		1103		0.053212
11050		1103		0.044897
11075		1102		0.053213
11080		1103		0.053679
11083		1103		0.053214
11094		1103		0.053680
11098		1103		0.096155
11107		1103		0.010737
11110		1103		0.050284
11113		1103		0.050752
11117		1103		0.060046
11138		1103		0.042474
11146		1102		0.053680
11147		1103		0.042944
11156		1103		0.063949
11166		1103		0.054189
11182		1103		0.053679
11183		1103		0.053679
11201		1103		0.042944
11211		1103		0.053680
11218		1103		0.053681
11226		1103		0.054655
11242		1102		0.042945
11253		1103		0.053680
11256		1103		0.064417
11266		1103		0.042942
11271		1103		0.053680
